EPOCH,Loss,Accuracy
0,2.5604759962470443,25.247813411078717
1,1.3377325899071164,60.583090379008745
2,0.6290974349335388,84.89795918367346
3,0.3500490928137744,90.26239067055394
4,0.23914822480744785,89.50437317784257
5,0.18641051267170244,95.1603498542274
6,0.11047897255048156,97.37609329446065
7,0.07607599108962824,98.30903790087464
8,0.04311540057986147,98.19241982507289
9,0.0688440175899477,98.36734693877551
10,0.02297136098086075,99.70845481049562
11,0.012216321107795617,99.88338192419825
12,0.02115966430196918,99.88338192419825
13,0.010481007029873715,99.88338192419825
14,0.0016956857510161138,99.94169096209913
15,0.007143560522376059,99.12536443148689
16,0.021720116478886834,100.0
17,0.010646890756578176,99.41690962099125
18,0.004187030392198789,100.0
19,0.0007426611295226461,100.0
20,0.0005124047769708408,100.0
21,0.00026845254470336604,100.0
22,0.00021865143231412663,100.0
23,0.00018337272988194146,100.0
24,0.0001607688882443283,100.0
25,0.0001398099702782929,100.0
26,0.000125181447043798,100.0
27,0.00011371023148327638,100.0
28,0.00010313409212711931,100.0
29,9.51191990957846e-05,100.0
30,8.815691580821294e-05,100.0
31,8.291505158316188e-05,100.0
32,7.688499698377671e-05,100.0
33,7.242509536808939e-05,100.0
34,6.887666166187921e-05,100.0
35,6.548420557279585e-05,100.0
36,6.102124435693036e-05,100.0
37,5.824213831968134e-05,100.0
38,5.575862139637509e-05,100.0
39,5.3245552778578176e-05,100.0
40,5.059946206781913e-05,100.0
41,5.009805853138392e-05,100.0
42,4.742562342656769e-05,100.0
43,4.4722522758362446e-05,100.0
44,4.3270280941585416e-05,100.0
45,4.3488612907030644e-05,100.0
46,3.9880788723099545e-05,100.0
47,3.902947435529279e-05,100.0
48,3.768368145739697e-05,100.0
49,3.6396944814761674e-05,100.0
50,3.5457356581766226e-05,100.0
51,3.3986779318116465e-05,100.0
52,3.3025918570375426e-05,100.0
53,3.210497679143979e-05,100.0
54,3.119101782860728e-05,100.0
55,3.0524041619628406e-05,100.0
56,2.9948389257899384e-05,100.0
57,2.88720536521699e-05,100.0
58,2.8013700736445805e-05,100.0
59,2.7443260352002755e-05,100.0
