EPOCH,Loss,Accuracy
0,98.07228102286656,25.77259475218659
1,1.3940055171648662,25.77259475218659
2,1.3919793411537453,25.247813411078717
3,1.392243692168483,25.189504373177844
4,1.39246509914045,25.77259475218659
5,1.3918309344185724,25.77259475218659
6,1.391156483579565,25.77259475218659
7,1.3880310168972723,25.189504373177844
8,1.3887899804998327,25.77259475218659
9,1.389871303681974,25.189504373177844
10,1.3879821234279208,25.77259475218659
11,1.3877963291274176,25.189504373177844
12,1.3877190152804058,25.247813411078717
13,1.3875420027308993,25.189504373177844
14,1.3871261830683108,25.247813411078717
15,1.3876951888755515,25.77259475218659
16,1.3894871318781818,25.77259475218659
17,1.388561142815484,25.77259475218659
18,1.3878039850129023,25.247813411078717
19,1.387417859501309,25.77259475218659
20,1.388160264050519,25.247813411078717
21,1.3871692728113245,25.189504373177844
22,1.3868878903212372,25.189504373177844
23,1.386976588655401,25.77259475218659
24,1.3876748040870384,25.77259475218659
25,1.3873169974044517,25.247813411078717
26,1.3873119354248047,25.77259475218659
27,1.3866890845475373,25.189504373177844
28,1.3872397873136733,25.77259475218659
29,1.3870487433892709,25.77259475218659
30,1.3873362320440787,25.77259475218659
31,1.3869219908007868,25.77259475218659
32,1.387621678687908,25.189504373177844
33,1.3870432421013161,25.189504373177844
34,1.387122893774951,25.77259475218659
35,1.3870189785957336,25.247813411078717
36,1.3864534386882075,25.189504373177844
37,1.3869218053641144,25.247813411078717
38,1.3868659712650158,25.189504373177844
39,1.3862524297502306,25.77259475218659
40,1.3867266266434282,25.77259475218659
41,1.3865035065898188,25.189504373177844
42,1.3863450134242024,25.77259475218659
43,1.386687503920661,25.77259475218659
44,1.386324127515157,25.77259475218659
45,1.386456710320932,25.77259475218659
46,1.3869434241895322,25.77259475218659
47,1.3867976466814678,25.77259475218659
48,1.386373848826797,25.77259475218659
49,1.386616505958416,25.77259475218659
50,1.3864194706634239,25.247813411078717
51,1.386600081567411,25.77259475218659
52,1.3864845832188923,25.77259475218659
53,1.3865093412222687,25.247813411078717
54,1.3863816769034774,25.77259475218659
55,1.3867287194287334,25.77259475218659
56,1.3863918163158275,25.77259475218659
57,1.3866126669777765,25.77259475218659
58,1.386593642058196,25.77259475218659
59,1.3864508933491178,25.77259475218659
