EPOCH,Loss,Accuracy
0,1.672532893576712,30.03003003003003
1,1.0054890535912424,41.56156156156156
2,0.8610267425483128,55.61561561561562
3,0.7514553002591403,54.8948948948949
4,0.6813576536358528,74.77477477477477
5,0.48337424251268496,50.210210210210214
6,0.4119509610365022,80.36036036036036
7,0.294078935992043,53.693693693693696
8,0.24609400549868368,96.27627627627628
9,0.22694356591915185,89.54954954954955
10,0.1822894335074245,91.11111111111111
11,0.13635275098231603,82.58258258258259
12,0.15369295061759228,91.05105105105105
13,0.13733253743991536,70.09009009009009
14,0.2592819660269427,93.57357357357357
15,0.11805717854426717,98.55855855855856
16,0.11774467379909079,98.91891891891892
17,0.1629242915835864,97.5975975975976
18,0.15074634137299825,89.12912912912913
19,0.16792493450613516,57.71771771771772
20,0.13576855216140174,97.83783783783784
21,0.07181064441870406,98.91891891891892
22,0.023078329786482565,99.15915915915916
23,0.051576541350135265,90.69069069069069
24,0.061083961793283036,98.37837837837837
25,0.13088707977308417,99.57957957957957
26,0.1484585414587889,98.1981981981982
27,0.06925835416274462,95.13513513513513
28,0.051494115805429105,99.69969969969969
29,0.11010296556457244,96.63663663663664
30,0.11501432264241267,93.75375375375376
31,0.08097665868963133,97.53753753753753
32,0.1676510397415116,95.37537537537537
33,0.1665998674788565,94.23423423423424
34,0.11639461190141034,99.87987987987988
35,0.11367025270724213,99.75975975975976
36,0.08999351237215242,99.03903903903904
37,0.061032221349448246,99.81981981981981
38,0.024213502785401804,100.0
39,0.04765015213452675,100.0
40,0.05715979684917432,98.7987987987988
41,0.055749954754609685,99.27927927927928
42,0.09789780455307578,99.21921921921921
43,0.1075768862402875,97.41741741741741
44,0.10588270260069414,97.23723723723724
45,0.049657909467570344,99.87987987987988
46,0.04875559354846735,99.81981981981981
47,0.06296604075842484,99.87987987987988
48,0.0548664427028512,99.69969969969969
49,0.10609815163177631,99.75975975975976
50,0.029542657010749263,99.93993993993993
51,0.05291613973270803,100.0
52,0.11347614991300704,91.47147147147147
53,0.10051574559996503,99.93993993993993
54,0.02101338065266697,100.0
55,0.057807383793054744,99.03903903903904
56,0.03841519469443603,100.0
57,0.07254159505141873,100.0
58,0.08130475154194876,99.81981981981981
59,0.1270845356926691,99.09909909909909
