EPOCH,Loss,Accuracy
0,1.992758737420136,34.5945945945946
1,1.1688548888800279,43.36336336336336
2,1.0143891865352415,53.033033033033036
3,0.7774045917223085,66.06606606606607
4,0.6535085771443709,50.330330330330334
5,0.5990909011858814,58.91891891891892
6,0.5689691243306646,43.24324324324324
7,0.36733847209867443,66.66666666666667
8,0.22437929938424309,78.85885885885885
9,0.1935368855747412,97.23723723723724
10,0.1918828569633781,80.30030030030031
11,0.1263174880998877,95.13513513513513
12,0.15252032067697002,84.50450450450451
13,0.07420336996328156,97.95795795795796
14,0.08181235358505598,99.21921921921921
15,0.10370292010242646,89.12912912912913
16,0.10020829035180076,87.38738738738739
17,0.04607395513229213,97.77777777777777
18,0.058229349268038036,100.0
19,0.09908370891550802,86.12612612612612
20,0.10524281680601526,96.51651651651652
21,0.06435993664792546,99.3993993993994
22,0.06726542843136725,94.89489489489489
23,0.09069470469049125,99.75975975975976
24,0.05094001496228266,99.81981981981981
25,0.055601536234805606,98.01801801801801
26,0.08430322688149798,96.03603603603604
27,0.13599835562010137,99.27927927927928
28,0.08136809004343308,95.7957957957958
29,0.07878526717310173,99.57957957957957
30,0.03839659524141407,97.17717717717717
31,0.013700895285714892,100.0
32,0.055165528174256906,99.69969969969969
33,0.056747731178853976,94.65465465465465
34,0.052480670774491714,99.93993993993993
35,0.05358279805096692,97.83783783783784
36,0.08292259463276011,99.27927927927928
37,0.02799323234580268,99.93993993993993
38,0.03861046912459402,98.31831831831832
39,0.07205117375475688,99.93993993993993
40,0.054318879489931894,99.93993993993993
41,0.06492730552321826,99.09909909909909
42,0.0985220162349507,94.83483483483484
43,0.07825812426937155,81.56156156156156
44,0.045828933326224355,99.21921921921921
45,0.0782909679727932,99.57957957957957
46,0.06961682939161722,99.87987987987988
47,0.011967518486514719,99.93993993993993
48,0.06744047586275798,100.0
49,0.1195185265390154,99.93993993993993
50,0.07334258144623644,99.87987987987988
51,0.05462735707679146,99.93993993993993
52,0.11059155797076253,98.55855855855856
53,0.06131684033387947,99.69969969969969
54,0.09168670008635535,100.0
55,0.03252604578143669,99.87987987987988
56,0.009750046825913914,98.49849849849849
57,0.003014705737134033,100.0
58,0.018125487760321364,100.0
59,0.07604356077347305,99.21921921921921
