EPOCH,Loss,Accuracy
0,105.19399729922965,25.77259475218659
1,1.3980724502492834,25.189504373177844
2,1.3996277473590992,25.77259475218659
3,1.3929154431378399,25.189504373177844
4,1.397575151037287,25.77259475218659
5,1.3955499397383795,23.79008746355685
6,1.3927023101735998,25.189504373177844
7,1.4346320717423051,25.189504373177844
8,1.4174208905961778,25.247813411078717
9,1.397209831961879,23.79008746355685
10,1.3970060613420274,25.247813411078717
11,1.396833077624992,25.189504373177844
12,1.3929131891992357,25.77259475218659
13,1.3964741031328838,25.77259475218659
14,1.3938127071769149,23.79008746355685
15,1.3914775384796991,25.77259475218659
16,1.3899202346801758,25.189504373177844
17,1.3923754029803805,25.77259475218659
18,1.3947923911942377,25.189504373177844
19,1.3943988040641502,25.189504373177844
20,1.3930222105096888,25.77259475218659
21,1.3905652673156172,25.77259475218659
22,1.3910492658615112,25.247813411078717
23,1.3911563003504719,25.189504373177844
24,1.3877917064560785,25.189504373177844
25,1.3893877974262945,25.247813411078717
26,1.3900430621924225,25.247813411078717
27,1.3890227829968487,25.77259475218659
28,1.3886401653289795,25.189504373177844
29,1.3933841828946714,25.77259475218659
30,1.389823454397696,25.189504373177844
31,1.389161260039718,25.189504373177844
32,1.3891748366532501,25.77259475218659
33,1.3893479462023135,25.77259475218659
34,1.3892767054063302,25.77259475218659
35,1.3893471625116136,25.247813411078717
36,1.3890445784286216,25.189504373177844
37,1.3866461073910747,25.77259475218659
38,1.3886595169703166,25.189504373177844
39,1.389346389858811,25.189504373177844
40,1.3874277163434912,25.189504373177844
41,1.3884662809195343,25.189504373177844
42,1.3903378204063133,25.77259475218659
43,1.3876275331885726,25.247813411078717
44,1.38838306400511,25.77259475218659
45,1.3881468110614352,25.189504373177844
46,1.3891780332282737,25.247813411078717
47,1.3881396651268005,25.77259475218659
48,1.3890331012231332,25.77259475218659
49,1.3878477657282795,25.189504373177844
50,1.3875309405503449,25.77259475218659
51,1.3876201444201999,25.189504373177844
52,1.3877160968603912,25.77259475218659
53,1.3874148262871637,25.189504373177844
54,1.3883433077070448,25.247813411078717
55,1.387610916738157,25.77259475218659
56,1.3879390226470099,25.77259475218659
57,1.3876807336454038,25.77259475218659
58,1.3875550009586193,25.189504373177844
59,1.3870894599843908,25.77259475218659
